sdm,target,layer,r2_test
sdm-speaking-rate,sdm-pitch,23,-1.3478477001190186
sdm-speaking-rate,sdm-pitch,24,0.34038805961608887
sdm-speaking-rate,sdm-speaking-rate,0,1.0
sdm-speaking-rate,sdm-speaking-rate,1,1.0
sdm-speaking-rate,sdm-speaking-rate,2,1.0
sdm-speaking-rate,sdm-speaking-rate,3,1.0
sdm-speaking-rate,sdm-speaking-rate,4,1.0
sdm-speaking-rate,sdm-speaking-rate,5,1.0
sdm-speaking-rate,sdm-speaking-rate,6,1.0
sdm-speaking-rate,sdm-speaking-rate,7,1.0
sdm-speaking-rate,sdm-speaking-rate,8,1.0
sdm-speaking-rate,sdm-speaking-rate,9,1.0
sdm-speaking-rate,sdm-speaking-rate,10,1.0
sdm-speaking-rate,sdm-speaking-rate,11,1.0
sdm-speaking-rate,sdm-speaking-rate,12,1.0
sdm-speaking-rate,sdm-speaking-rate,13,1.0
sdm-speaking-rate,sdm-speaking-rate,14,1.0
sdm-speaking-rate,sdm-speaking-rate,15,1.0
sdm-speaking-rate,sdm-speaking-rate,16,1.0
sdm-speaking-rate,sdm-speaking-rate,17,1.0
sdm-speaking-rate,sdm-speaking-rate,18,1.0
sdm-speaking-rate,sdm-speaking-rate,19,1.0
sdm-speaking-rate,sdm-speaking-rate,20,1.0
sdm-speaking-rate,sdm-speaking-rate,21,1.0
sdm-speaking-rate,sdm-speaking-rate,22,1.0
sdm-speaking-rate,sdm-speaking-rate,23,1.0
sdm-speaking-rate,sdm-speaking-rate,24,1.0
sdm-speaking-rate,sdm-mwhisper,0,-0.10047932714223862
sdm-speaking-rate,sdm-mwhisper,1,-0.34996914863586426
sdm-speaking-rate,sdm-mwhisper,2,-0.39598020911216736
sdm-speaking-rate,sdm-mwhisper,3,-0.46404218673706055
sdm-speaking-rate,sdm-mwhisper,4,-0.5466367602348328
sdm-speaking-rate,sdm-mwhisper,5,-0.6314765214920044
sdm-speaking-rate,sdm-mwhisper,6,-0.5890913605690002
sdm-speaking-rate,sdm-mwhisper,7,-0.5226255059242249
sdm-speaking-rate,sdm-mwhisper,8,-0.49778875708580017
sdm-speaking-rate,sdm-mwhisper,9,-0.42696020007133484
sdm-speaking-rate,sdm-mwhisper,10,-0.39545345306396484
sdm-speaking-rate,sdm-mwhisper,11,-0.34224918484687805
sdm-speaking-rate,sdm-mwhisper,12,-0.3436001241207123
sdm-speaking-rate,sdm-mwhisper,13,-0.3336142599582672
sdm-speaking-rate,sdm-mwhisper,14,-0.3610212504863739
sdm-speaking-rate,sdm-mwhisper,15,-0.3669372797012329
sdm-speaking-rate,sdm-mwhisper,16,-0.40161752700805664
sdm-speaking-rate,sdm-mwhisper,17,-0.4234730899333954
sdm-speaking-rate,sdm-mwhisper,18,-0.5241043567657471
sdm-speaking-rate,sdm-mwhisper,19,-0.5970534682273865
sdm-speaking-rate,sdm-mwhisper,20,-0.6612197756767273
sdm-speaking-rate,sdm-mwhisper,21,-0.7651624083518982
sdm-speaking-rate,sdm-mwhisper,22,-0.884258508682251
sdm-speaking-rate,sdm-mwhisper,23,-1.0180729627609253
sdm-speaking-rate,sdm-mwhisper,24,0.1373617798089981
sdm-speaking-rate,sdm-w2v2-asr,0,0.03982245922088623
sdm-speaking-rate,sdm-w2v2-asr,1,-0.17425329983234406
sdm-speaking-rate,sdm-w2v2-asr,2,-0.21831029653549194
sdm-speaking-rate,sdm-w2v2-asr,3,-0.21282130479812622
sdm-speaking-rate,sdm-w2v2-asr,4,-0.26431605219841003
sdm-speaking-rate,sdm-w2v2-asr,5,-0.33779048919677734
sdm-speaking-rate,sdm-w2v2-asr,6,-0.3088715374469757
sdm-speaking-rate,sdm-w2v2-asr,7,-0.22139504551887512
sdm-speaking-rate,sdm-w2v2-asr,8,-0.2544132471084595
sdm-speaking-rate,sdm-w2v2-asr,9,-0.23306766152381897
sdm-speaking-rate,sdm-w2v2-asr,10,-0.23405058681964874
sdm-speaking-rate,sdm-w2v2-asr,11,-0.17619231343269348
sdm-speaking-rate,sdm-w2v2-asr,12,-0.22705289721488953
sdm-speaking-rate,sdm-w2v2-asr,13,-0.2028675675392151
sdm-speaking-rate,sdm-w2v2-asr,14,-0.16126805543899536
sdm-speaking-rate,sdm-w2v2-asr,15,-0.17427004873752594
sdm-speaking-rate,sdm-w2v2-asr,16,-0.21602763235569
sdm-speaking-rate,sdm-w2v2-asr,17,-0.20825348794460297
sdm-speaking-rate,sdm-w2v2-asr,18,-0.2721771001815796
sdm-speaking-rate,sdm-w2v2-asr,19,-0.27383196353912354
sdm-speaking-rate,sdm-w2v2-asr,20,-0.2920822501182556
sdm-speaking-rate,sdm-w2v2-asr,21,-0.40418773889541626
sdm-speaking-rate,sdm-w2v2-asr,22,-0.5313551425933838
sdm-speaking-rate,sdm-w2v2-asr,23,-0.5958955883979797
sdm-speaking-rate,sdm-w2v2-asr,24,0.2286006510257721
sdm-speaking-rate,sdm-emotion2vec,0,-0.20404954254627228
sdm-speaking-rate,sdm-emotion2vec,1,-0.4660230875015259
sdm-speaking-rate,sdm-emotion2vec,2,-0.5146860480308533
sdm-speaking-rate,sdm-emotion2vec,3,-0.5984819531440735
sdm-speaking-rate,sdm-emotion2vec,4,-0.6755087971687317
sdm-speaking-rate,sdm-emotion2vec,5,-0.7865150570869446
sdm-speaking-rate,sdm-emotion2vec,6,-0.738444983959198
sdm-speaking-rate,sdm-emotion2vec,7,-0.6572316288948059
sdm-speaking-rate,sdm-emotion2vec,8,-0.6381996273994446
sdm-speaking-rate,sdm-emotion2vec,9,-0.6077304482460022
sdm-speaking-rate,sdm-emotion2vec,10,-0.5667489767074585
sdm-speaking-rate,sdm-emotion2vec,11,-0.5106801390647888
sdm-speaking-rate,sdm-emotion2vec,12,-0.5518451929092407
sdm-speaking-rate,sdm-emotion2vec,13,-0.5045502781867981
sdm-speaking-rate,sdm-emotion2vec,14,-0.5180408358573914
sdm-speaking-rate,sdm-emotion2vec,15,-0.502202033996582
sdm-speaking-rate,sdm-emotion2vec,16,-0.5451429486274719
sdm-speaking-rate,sdm-emotion2vec,17,-0.6013225317001343
sdm-speaking-rate,sdm-emotion2vec,18,-0.6947541832923889
sdm-speaking-rate,sdm-emotion2vec,19,-0.799791157245636
sdm-speaking-rate,sdm-emotion2vec,20,-0.8457117080688477
sdm-speaking-rate,sdm-emotion2vec,21,-0.9596099853515625
sdm-speaking-rate,sdm-emotion2vec,22,-1.1207177639007568
sdm-speaking-rate,sdm-emotion2vec,23,-1.2322415113449097
sdm-speaking-rate,sdm-emotion2vec,24,0.0867406353354454
sdm-mwhisper,sdm-xlsr-fairseq,0,-0.008619769476354122
sdm-mwhisper,sdm-xlsr-fairseq,1,-0.18134772777557373
sdm-mwhisper,sdm-xlsr-fairseq,2,-0.20181064307689667
sdm-mwhisper,sdm-xlsr-fairseq,3,-0.25687405467033386
sdm-mwhisper,sdm-xlsr-fairseq,4,-0.30127331614494324
sdm-mwhisper,sdm-xlsr-fairseq,5,-0.3587264120578766
sdm-mwhisper,sdm-xlsr-fairseq,6,-0.3094330430030823
sdm-mwhisper,sdm-xlsr-fairseq,7,-0.23313991725444794
sdm-mwhisper,sdm-xlsr-fairseq,8,-0.18449024856090546
sdm-mwhisper,sdm-xlsr-fairseq,9,-0.1632394939661026
sdm-mwhisper,sdm-xlsr-fairseq,10,-0.11928421258926392
sdm-mwhisper,sdm-xlsr-fairseq,11,-0.07991629093885422
sdm-mwhisper,sdm-xlsr-fairseq,12,-0.10714989900588989
sdm-mwhisper,sdm-xlsr-fairseq,13,-0.07109536975622177
sdm-mwhisper,sdm-xlsr-fairseq,14,-0.09675552695989609
sdm-mwhisper,sdm-xlsr-fairseq,15,-0.09416057914495468
sdm-mwhisper,sdm-xlsr-fairseq,16,-0.12692685425281525
sdm-mwhisper,sdm-xlsr-fairseq,17,-0.15188074111938477
sdm-mwhisper,sdm-xlsr-fairseq,18,-0.22676606476306915
sdm-mwhisper,sdm-xlsr-fairseq,19,-0.3049126863479614
sdm-mwhisper,sdm-xlsr-fairseq,20,-0.3518298864364624
sdm-mwhisper,sdm-xlsr-fairseq,21,-0.4268665313720703
sdm-mwhisper,sdm-xlsr-fairseq,22,-0.5390329360961914
sdm-mwhisper,sdm-xlsr-fairseq,23,-0.6770768165588379
sdm-mwhisper,sdm-xlsr-fairseq,24,0.22762097418308258
sdm-mwhisper,sdm-dvector,0,0.44374799728393555
sdm-mwhisper,sdm-dvector,1,0.41700977087020874
sdm-mwhisper,sdm-dvector,2,0.3964892029762268
sdm-mwhisper,sdm-dvector,3,0.3745068609714508
sdm-mwhisper,sdm-dvector,4,0.2860706150531769
sdm-mwhisper,sdm-dvector,5,0.1493731588125229
sdm-mwhisper,sdm-dvector,6,0.10212542861700058
sdm-mwhisper,sdm-dvector,7,0.07215508818626404
sdm-mwhisper,sdm-dvector,8,0.00044604577124118805
sdm-mwhisper,sdm-dvector,9,-0.04277707636356354
sdm-mwhisper,sdm-dvector,10,-0.05213582515716553
sdm-mwhisper,sdm-dvector,11,-0.09081575274467468
sdm-mwhisper,sdm-dvector,12,-0.15384401381015778
sdm-mwhisper,sdm-dvector,13,-0.167970210313797
sdm-mwhisper,sdm-dvector,14,-0.1628907024860382
sdm-mwhisper,sdm-dvector,15,-0.18501779437065125
sdm-mwhisper,sdm-dvector,16,-0.236354798078537
sdm-mwhisper,sdm-dvector,17,-0.220626562833786
sdm-mwhisper,sdm-dvector,18,-0.1882379651069641
sdm-mwhisper,sdm-dvector,19,-0.1999221295118332
sdm-mwhisper,sdm-dvector,20,-0.1879732459783554
sdm-mwhisper,sdm-dvector,21,-0.28072309494018555
sdm-mwhisper,sdm-dvector,22,-0.3642748296260834
sdm-mwhisper,sdm-dvector,23,-0.43996983766555786
sdm-mwhisper,sdm-dvector,24,0.32500723004341125
sdm-mwhisper,sdm-mpm,0,0.13070237636566162
sdm-mwhisper,sdm-mpm,1,-0.10375899076461792
sdm-mwhisper,sdm-mpm,2,-0.12865988910198212
sdm-mwhisper,sdm-mpm,3,-0.2041095495223999
sdm-mwhisper,sdm-mpm,4,-0.2972947955131531
sdm-mwhisper,sdm-mpm,5,-0.3766339421272278
sdm-mwhisper,sdm-mpm,6,-0.3844078779220581
sdm-mwhisper,sdm-mpm,7,-0.3520739674568176
sdm-mwhisper,sdm-mpm,8,-0.43479087948799133
sdm-mwhisper,sdm-mpm,9,-0.4509434103965759
sdm-mwhisper,sdm-mpm,10,-0.42549753189086914
sdm-mwhisper,sdm-mpm,11,-0.44465747475624084
sdm-mwhisper,sdm-mpm,12,-0.5141383409500122
sdm-mwhisper,sdm-mpm,13,-0.5254594683647156
sdm-mwhisper,sdm-mpm,14,-0.5372158288955688
sdm-mwhisper,sdm-mpm,15,-0.5669821500778198
sdm-mwhisper,sdm-mpm,16,-0.5661277770996094
sdm-mwhisper,sdm-mpm,17,-0.5953596830368042
sdm-mwhisper,sdm-mpm,18,-0.602890133857727
sdm-mwhisper,sdm-mpm,19,-0.6726915836334229
sdm-mwhisper,sdm-mpm,20,-0.6981242895126343
sdm-mwhisper,sdm-mpm,21,-0.7773942947387695
sdm-mwhisper,sdm-mpm,22,-0.7953400611877441
sdm-mwhisper,sdm-mpm,23,-0.8886145353317261
sdm-mwhisper,sdm-mpm,24,0.28934919834136963
sdm-mwhisper,sdm-pitch,0,0.21530073881149292
sdm-mwhisper,sdm-pitch,1,0.01506263017654419
sdm-mwhisper,sdm-pitch,2,0.05735361576080322
sdm-mwhisper,sdm-pitch,3,-0.1381065845489502
sdm-mwhisper,sdm-pitch,4,-0.3567054271697998
sdm-mwhisper,sdm-pitch,5,-0.248793363571167
sdm-mwhisper,sdm-pitch,6,-0.17998933792114258
sdm-mwhisper,sdm-pitch,7,0.01843392848968506
sdm-mwhisper,sdm-pitch,8,-0.2766299247741699
sdm-mwhisper,sdm-pitch,9,-0.386446475982666
sdm-mwhisper,sdm-pitch,10,-0.13810491561889648
sdm-mwhisper,sdm-pitch,11,-0.09359931945800781
sdm-mwhisper,sdm-pitch,12,-0.18145525455474854
sdm-mwhisper,sdm-pitch,13,-0.22340893745422363
sdm-mwhisper,sdm-pitch,14,-0.5371021032333374
sdm-mwhisper,sdm-pitch,15,-0.3724724054336548
sdm-mwhisper,sdm-pitch,16,-0.7164446115493774
sdm-mwhisper,sdm-pitch,17,-0.7741056680679321
sdm-mwhisper,sdm-pitch,18,-0.5498292446136475
sdm-mwhisper,sdm-pitch,19,-0.7548220157623291
sdm-mwhisper,sdm-pitch,20,-0.5368080139160156
sdm-mwhisper,sdm-pitch,21,-0.48125994205474854
sdm-mwhisper,sdm-pitch,22,-0.6136654615402222
sdm-mwhisper,sdm-pitch,23,-1.111654281616211
sdm-mwhisper,sdm-pitch,24,0.4036763906478882
sdm-mwhisper,sdm-speaking-rate,0,1.0
sdm-mwhisper,sdm-speaking-rate,1,1.0
sdm-mwhisper,sdm-speaking-rate,2,1.0
sdm-mwhisper,sdm-speaking-rate,3,1.0
sdm-mwhisper,sdm-speaking-rate,4,1.0
sdm-mwhisper,sdm-speaking-rate,5,1.0
sdm-mwhisper,sdm-speaking-rate,6,1.0
sdm-mwhisper,sdm-speaking-rate,7,1.0
sdm-mwhisper,sdm-speaking-rate,8,1.0
sdm-mwhisper,sdm-speaking-rate,9,1.0
sdm-mwhisper,sdm-speaking-rate,10,1.0
sdm-mwhisper,sdm-speaking-rate,11,1.0
sdm-mwhisper,sdm-speaking-rate,12,1.0
sdm-mwhisper,sdm-speaking-rate,13,1.0
sdm-mwhisper,sdm-speaking-rate,14,1.0
sdm-mwhisper,sdm-speaking-rate,15,1.0
sdm-mwhisper,sdm-speaking-rate,16,1.0
sdm-mwhisper,sdm-speaking-rate,17,1.0
sdm-mwhisper,sdm-speaking-rate,18,1.0
sdm-mwhisper,sdm-speaking-rate,19,1.0
sdm-mwhisper,sdm-speaking-rate,20,1.0
sdm-mwhisper,sdm-speaking-rate,21,1.0
sdm-mwhisper,sdm-speaking-rate,22,1.0
sdm-mwhisper,sdm-speaking-rate,23,1.0
sdm-mwhisper,sdm-speaking-rate,24,1.0
sdm-mwhisper,sdm-mwhisper,0,-0.10047932714223862
sdm-mwhisper,sdm-mwhisper,1,-0.3469143211841583
sdm-mwhisper,sdm-mwhisper,2,-0.39600852131843567
sdm-mwhisper,sdm-mwhisper,3,-0.46550074219703674
sdm-mwhisper,sdm-mwhisper,4,-0.5458313822746277
sdm-mwhisper,sdm-mwhisper,5,-0.6297088265419006
sdm-mwhisper,sdm-mwhisper,6,-0.582493007183075
sdm-mwhisper,sdm-mwhisper,7,-0.5186792016029358
sdm-mwhisper,sdm-mwhisper,8,-0.49856314063072205
sdm-mwhisper,sdm-mwhisper,9,-0.4211396276950836
sdm-mwhisper,sdm-mwhisper,10,-0.39259108901023865
sdm-mwhisper,sdm-mwhisper,11,-0.3420342206954956
sdm-mwhisper,sdm-mwhisper,12,-0.35136306285858154
sdm-mwhisper,sdm-mwhisper,13,-0.3322853744029999
sdm-mwhisper,sdm-mwhisper,14,-0.361745685338974
sdm-mwhisper,sdm-mwhisper,15,-0.3607872724533081
sdm-mwhisper,sdm-mwhisper,16,-0.4025937020778656
sdm-mwhisper,sdm-mwhisper,17,-0.4275130331516266
sdm-mwhisper,sdm-mwhisper,18,-0.519247829914093
sdm-mwhisper,sdm-mwhisper,19,-0.6019976735115051
sdm-mwhisper,sdm-mwhisper,20,-0.6576816439628601
sdm-mwhisper,sdm-mwhisper,21,-0.7741374969482422
sdm-mwhisper,sdm-mwhisper,22,-0.8794994950294495
sdm-mwhisper,sdm-mwhisper,23,-1.030411720275879
sdm-mwhisper,sdm-mwhisper,24,0.15346871316432953
sdm-mwhisper,sdm-w2v2-asr,0,0.03982245922088623
sdm-mwhisper,sdm-w2v2-asr,1,-0.1728653609752655
sdm-mwhisper,sdm-w2v2-asr,2,-0.217041015625
sdm-mwhisper,sdm-w2v2-asr,3,-0.20933976769447327
sdm-mwhisper,sdm-w2v2-asr,4,-0.26251697540283203
sdm-mwhisper,sdm-w2v2-asr,5,-0.33875101804733276
sdm-mwhisper,sdm-w2v2-asr,6,-0.2975008487701416
sdm-mwhisper,sdm-w2v2-asr,7,-0.215035080909729
sdm-mwhisper,sdm-w2v2-asr,8,-0.2611142694950104
sdm-mwhisper,sdm-w2v2-asr,9,-0.2348521500825882
sdm-mwhisper,sdm-w2v2-asr,10,-0.2233770787715912
sdm-mwhisper,sdm-w2v2-asr,11,-0.19731029868125916
sdm-mwhisper,sdm-w2v2-asr,12,-0.23902156949043274
sdm-mwhisper,sdm-w2v2-asr,13,-0.21930603682994843
sdm-mwhisper,sdm-w2v2-asr,14,-0.16241611540317535
sdm-mwhisper,sdm-w2v2-asr,15,-0.16140994429588318
sdm-mwhisper,sdm-w2v2-asr,16,-0.21899649500846863
sdm-mwhisper,sdm-w2v2-asr,17,-0.23435574769973755
sdm-mwhisper,sdm-w2v2-asr,18,-0.2783350646495819
sdm-mwhisper,sdm-w2v2-asr,19,-0.29910656809806824
sdm-mwhisper,sdm-w2v2-asr,20,-0.3212452232837677
sdm-mwhisper,sdm-w2v2-asr,21,-0.4496273696422577
sdm-mwhisper,sdm-w2v2-asr,22,-0.5007915496826172
sdm-mwhisper,sdm-w2v2-asr,23,-0.6528850197792053
sdm-mwhisper,sdm-w2v2-asr,24,0.26122069358825684
sdm-mwhisper,sdm-emotion2vec,0,-0.20404954254627228
sdm-mwhisper,sdm-emotion2vec,1,-0.4629695415496826
sdm-mwhisper,sdm-emotion2vec,2,-0.5147619843482971
sdm-mwhisper,sdm-emotion2vec,3,-0.5990932583808899
sdm-mwhisper,sdm-emotion2vec,4,-0.6762320399284363
sdm-mwhisper,sdm-emotion2vec,5,-0.7841305732727051
sdm-mwhisper,sdm-emotion2vec,6,-0.7337120175361633
sdm-mwhisper,sdm-emotion2vec,7,-0.6537613272666931
sdm-mwhisper,sdm-emotion2vec,8,-0.6366962790489197
sdm-mwhisper,sdm-emotion2vec,9,-0.6036059260368347
sdm-mwhisper,sdm-emotion2vec,10,-0.5673170685768127
sdm-mwhisper,sdm-emotion2vec,11,-0.5129707455635071
sdm-mwhisper,sdm-emotion2vec,12,-0.5517386794090271
sdm-mwhisper,sdm-emotion2vec,13,-0.499759316444397
sdm-mwhisper,sdm-emotion2vec,14,-0.5177567601203918
sdm-mwhisper,sdm-emotion2vec,15,-0.5006785988807678
sdm-mwhisper,sdm-emotion2vec,16,-0.5474780201911926
sdm-mwhisper,sdm-emotion2vec,17,-0.6055209040641785
sdm-mwhisper,sdm-emotion2vec,18,-0.693732738494873
sdm-mwhisper,sdm-emotion2vec,19,-0.8030743598937988
sdm-mwhisper,sdm-emotion2vec,20,-0.8478029370307922
sdm-mwhisper,sdm-emotion2vec,21,-0.9596476554870605
sdm-mwhisper,sdm-emotion2vec,22,-1.104742407798767
sdm-mwhisper,sdm-emotion2vec,23,-1.2403851747512817
sdm-mwhisper,sdm-emotion2vec,24,0.09482143074274063
sdm-w2v2-asr,sdm-xlsr-fairseq,0,-0.008619769476354122
sdm-w2v2-asr,sdm-xlsr-fairseq,1,-0.18202757835388184
sdm-w2v2-asr,sdm-xlsr-fairseq,2,-0.20415878295898438
sdm-w2v2-asr,sdm-xlsr-fairseq,3,-0.25861790776252747
sdm-w2v2-asr,sdm-xlsr-fairseq,4,-0.30156657099723816
sdm-w2v2-asr,sdm-xlsr-fairseq,5,-0.35804009437561035
sdm-w2v2-asr,sdm-xlsr-fairseq,6,-0.3081549406051636
sdm-w2v2-asr,sdm-xlsr-fairseq,7,-0.23648828268051147
sdm-w2v2-asr,sdm-xlsr-fairseq,8,-0.18833939731121063
sdm-w2v2-asr,sdm-xlsr-fairseq,9,-0.15935462713241577
sdm-w2v2-asr,sdm-xlsr-fairseq,10,-0.11350822448730469
sdm-w2v2-asr,sdm-xlsr-fairseq,11,-0.07275714725255966
sdm-w2v2-asr,sdm-xlsr-fairseq,12,-0.10456747561693192
sdm-w2v2-asr,sdm-xlsr-fairseq,13,-0.06917601078748703
sdm-w2v2-asr,sdm-xlsr-fairseq,14,-0.09403291344642639
sdm-w2v2-asr,sdm-xlsr-fairseq,15,-0.09423848241567612
sdm-w2v2-asr,sdm-xlsr-fairseq,16,-0.12445858865976334
sdm-w2v2-asr,sdm-xlsr-fairseq,17,-0.142855703830719
sdm-w2v2-asr,sdm-xlsr-fairseq,18,-0.21641860902309418
sdm-w2v2-asr,sdm-xlsr-fairseq,19,-0.2958792448043823
sdm-w2v2-asr,sdm-xlsr-fairseq,20,-0.35228431224823
sdm-w2v2-asr,sdm-xlsr-fairseq,21,-0.4260108470916748
sdm-w2v2-asr,sdm-xlsr-fairseq,22,-0.5367552042007446
sdm-w2v2-asr,sdm-xlsr-fairseq,23,-0.6838369369506836
sdm-w2v2-asr,sdm-xlsr-fairseq,24,0.22316481173038483
sdm-w2v2-asr,sdm-dvector,0,0.44374799728393555
sdm-w2v2-asr,sdm-dvector,1,0.4166792035102844
sdm-w2v2-asr,sdm-dvector,2,0.39627861976623535
sdm-w2v2-asr,sdm-dvector,3,0.3740057349205017
sdm-w2v2-asr,sdm-dvector,4,0.28377312421798706
sdm-w2v2-asr,sdm-dvector,5,0.151190847158432
sdm-w2v2-asr,sdm-dvector,6,0.10263770818710327
sdm-w2v2-asr,sdm-dvector,7,0.07433002442121506
sdm-w2v2-asr,sdm-dvector,8,0.003980986773967743
sdm-w2v2-asr,sdm-dvector,9,-0.04344658926129341
sdm-w2v2-asr,sdm-dvector,10,-0.05276324972510338
sdm-w2v2-asr,sdm-dvector,11,-0.08575551211833954
sdm-w2v2-asr,sdm-dvector,12,-0.15622445940971375
sdm-w2v2-asr,sdm-dvector,13,-0.1719890683889389
sdm-w2v2-asr,sdm-dvector,14,-0.16845554113388062
sdm-w2v2-asr,sdm-dvector,15,-0.18849673867225647
sdm-w2v2-asr,sdm-dvector,16,-0.24235081672668457
sdm-w2v2-asr,sdm-dvector,17,-0.22265595197677612
sdm-w2v2-asr,sdm-dvector,18,-0.17604975402355194
sdm-w2v2-asr,sdm-dvector,19,-0.197914257645607
sdm-w2v2-asr,sdm-dvector,20,-0.18912571668624878
sdm-w2v2-asr,sdm-dvector,21,-0.27846476435661316
sdm-w2v2-asr,sdm-dvector,22,-0.35655906796455383
sdm-w2v2-asr,sdm-dvector,23,-0.4439944624900818
sdm-w2v2-asr,sdm-dvector,24,0.31972789764404297
sdm-w2v2-asr,sdm-mpm,0,0.13070237636566162
sdm-w2v2-asr,sdm-mpm,1,-0.10587741434574127
sdm-w2v2-asr,sdm-mpm,2,-0.1316833198070526
sdm-w2v2-asr,sdm-mpm,3,-0.20133045315742493
sdm-w2v2-asr,sdm-mpm,4,-0.29816094040870667
sdm-w2v2-asr,sdm-mpm,5,-0.3781995177268982
sdm-w2v2-asr,sdm-mpm,6,-0.38669559359550476
sdm-w2v2-asr,sdm-mpm,7,-0.3493577241897583
sdm-w2v2-asr,sdm-mpm,8,-0.4338199496269226
sdm-w2v2-asr,sdm-mpm,9,-0.4549192786216736
sdm-w2v2-asr,sdm-mpm,10,-0.43212324380874634
sdm-w2v2-asr,sdm-mpm,11,-0.4374120235443115
sdm-w2v2-asr,sdm-mpm,12,-0.5206801295280457
sdm-w2v2-asr,sdm-mpm,13,-0.53944331407547
sdm-w2v2-asr,sdm-mpm,14,-0.5375695824623108
sdm-w2v2-asr,sdm-mpm,15,-0.575921356678009
sdm-w2v2-asr,sdm-mpm,16,-0.5629686117172241
sdm-w2v2-asr,sdm-mpm,17,-0.6022171378135681
sdm-w2v2-asr,sdm-mpm,18,-0.5976208448410034
sdm-w2v2-asr,sdm-mpm,19,-0.6546484231948853
sdm-w2v2-asr,sdm-mpm,20,-0.6669882535934448
sdm-w2v2-asr,sdm-mpm,21,-0.7423480749130249
sdm-w2v2-asr,sdm-mpm,22,-0.7749958038330078
sdm-w2v2-asr,sdm-mpm,23,-0.9082770943641663
sdm-w2v2-asr,sdm-mpm,24,0.2875308096408844
sdm-w2v2-asr,sdm-pitch,0,0.21530073881149292
sdm-w2v2-asr,sdm-pitch,1,0.012057602405548096
sdm-w2v2-asr,sdm-pitch,2,0.05626267194747925
sdm-w2v2-asr,sdm-pitch,3,-0.1412874460220337
sdm-w2v2-asr,sdm-pitch,4,-0.32781243324279785
sdm-w2v2-asr,sdm-pitch,5,-0.23207998275756836
sdm-w2v2-asr,sdm-pitch,6,-0.17660152912139893
sdm-w2v2-asr,sdm-pitch,7,0.009876430034637451
sdm-w2v2-asr,sdm-pitch,8,-0.3170359134674072
sdm-w2v2-asr,sdm-pitch,9,-0.34071528911590576
sdm-w2v2-asr,sdm-pitch,10,-0.18826043605804443
sdm-w2v2-asr,sdm-pitch,11,-0.15386736392974854
sdm-w2v2-asr,sdm-pitch,12,-0.21658432483673096
sdm-w2v2-asr,sdm-pitch,13,-0.2997835874557495
sdm-w2v2-asr,sdm-pitch,14,-0.4363013505935669
sdm-w2v2-asr,sdm-pitch,15,-0.4120445251464844
sdm-w2v2-asr,sdm-pitch,16,-0.7193742990493774
sdm-w2v2-asr,sdm-pitch,17,-0.812371015548706
sdm-w2v2-asr,sdm-pitch,18,-0.5491406917572021
sdm-w2v2-asr,sdm-pitch,19,-0.667094349861145
sdm-w2v2-asr,sdm-pitch,20,-0.5242960453033447
sdm-w2v2-asr,sdm-pitch,21,-0.5314130783081055
sdm-w2v2-asr,sdm-pitch,22,-0.6720632314682007
sdm-w2v2-asr,sdm-pitch,23,-1.1720635890960693
sdm-w2v2-asr,sdm-pitch,24,0.3991081714630127
sdm-w2v2-asr,sdm-speaking-rate,0,1.0
sdm-w2v2-asr,sdm-speaking-rate,1,1.0
sdm-w2v2-asr,sdm-speaking-rate,2,1.0
sdm-w2v2-asr,sdm-speaking-rate,3,1.0
sdm-w2v2-asr,sdm-speaking-rate,4,1.0
sdm-w2v2-asr,sdm-speaking-rate,5,1.0
sdm-w2v2-asr,sdm-speaking-rate,6,1.0
sdm-w2v2-asr,sdm-speaking-rate,7,1.0
sdm-w2v2-asr,sdm-speaking-rate,8,1.0
sdm-w2v2-asr,sdm-speaking-rate,9,1.0
sdm-w2v2-asr,sdm-speaking-rate,10,1.0
sdm-w2v2-asr,sdm-speaking-rate,11,1.0
sdm-w2v2-asr,sdm-speaking-rate,12,1.0
sdm-w2v2-asr,sdm-speaking-rate,13,1.0
sdm-w2v2-asr,sdm-speaking-rate,14,1.0
sdm-w2v2-asr,sdm-speaking-rate,15,1.0
sdm-w2v2-asr,sdm-speaking-rate,16,1.0
sdm-w2v2-asr,sdm-speaking-rate,17,1.0
sdm-w2v2-asr,sdm-speaking-rate,18,1.0
sdm-w2v2-asr,sdm-speaking-rate,19,1.0
sdm-w2v2-asr,sdm-speaking-rate,20,1.0
sdm-w2v2-asr,sdm-speaking-rate,21,1.0
sdm-w2v2-asr,sdm-speaking-rate,22,1.0
sdm-w2v2-asr,sdm-speaking-rate,23,1.0
sdm-w2v2-asr,sdm-speaking-rate,24,1.0
sdm-w2v2-asr,sdm-mwhisper,0,-0.10047932714223862
sdm-w2v2-asr,sdm-mwhisper,1,-0.34776461124420166
sdm-w2v2-asr,sdm-mwhisper,2,-0.398343950510025
sdm-w2v2-asr,sdm-mwhisper,3,-0.4676123559474945
sdm-w2v2-asr,sdm-mwhisper,4,-0.545208215713501
sdm-w2v2-asr,sdm-mwhisper,5,-0.6300033926963806
sdm-w2v2-asr,sdm-mwhisper,6,-0.5824482440948486
sdm-w2v2-asr,sdm-mwhisper,7,-0.5217064619064331
sdm-w2v2-asr,sdm-mwhisper,8,-0.5008682608604431
sdm-w2v2-asr,sdm-mwhisper,9,-0.4216059446334839
sdm-w2v2-asr,sdm-mwhisper,10,-0.39157047867774963
