sdm,layer,target,r2_train,r2_test,n_test,n_groups_train,n_groups_test,probe_type,n_dropped,n_dropped_x_only,n_dropped_y_only,n_dropped_both,target_var,target_constant,split
sdm-xlsr-fairseq,7,sdm-mpm,0.7970430850982666,0.2445094734430313,500,400,100,ridge,0,0,0,0,0.31650859117507935,False,group_by_utterance
sdm-xlsr-fairseq,7,sdm-mpm,0.5958249568939209,0.49976465106010437,500,400,100,mlp,0,0,0,0,0.31650859117507935,False,group_by_utterance
sdm-xlsr-fairseq,7,sdm-speaking-rate,0.6361648440361023,-0.18647348880767822,500,400,100,ridge,0,0,0,0,0.16363002359867096,False,group_by_utterance
sdm-xlsr-fairseq,7,sdm-speaking-rate,0.3377454876899719,0.13906538486480713,500,400,100,mlp,0,0,0,0,0.16363002359867096,False,group_by_utterance
sdm-xlsr-fairseq,7,sdm-w2v2-asr,0.779918372631073,0.18372298777103424,500,400,100,ridge,0,0,0,0,0.2909645438194275,False,group_by_utterance
sdm-xlsr-fairseq,7,sdm-w2v2-asr,0.5527757406234741,0.4284009635448456,500,400,100,mlp,0,0,0,0,0.2909645438194275,False,group_by_utterance
sdm-xlsr-fairseq,7,sdm-mwhisper,0.7078816294670105,-0.05476958677172661,500,400,100,ridge,0,0,0,0,0.6189746856689453,False,group_by_utterance
sdm-xlsr-fairseq,7,sdm-mwhisper,0.30646824836730957,0.23028171062469482,500,400,100,mlp,0,0,0,0,0.6189746856689453,False,group_by_utterance
sdm-xlsr-fairseq,7,sdm-emotion2vec,0.6785454154014587,-0.16017282009124756,500,400,100,ridge,0,0,0,0,0.08824935555458069,False,group_by_utterance
sdm-xlsr-fairseq,7,sdm-emotion2vec,0.26640844345092773,0.1785319596529007,500,400,100,mlp,0,0,0,0,0.08824935555458069,False,group_by_utterance
sdm-xlsr-fairseq,8,sdm-xlsr-fairseq,0.7878128886222839,0.22911404073238373,500,400,100,ridge,0,0,0,0,0.29453492164611816,False,group_by_utterance
sdm-xlsr-fairseq,8,sdm-xlsr-fairseq,0.5304777026176453,0.4243095815181732,500,400,100,mlp,0,0,0,0,0.29453492164611816,False,group_by_utterance
sdm-xlsr-fairseq,8,sdm-dvector,0.816088080406189,0.2994369864463806,500,400,100,ridge,0,0,0,0,0.808678150177002,False,group_by_utterance
sdm-xlsr-fairseq,8,sdm-dvector,0.6255884766578674,0.510664701461792,500,400,100,mlp,0,0,0,0,0.808678150177002,False,group_by_utterance
sdm-xlsr-fairseq,8,sdm-pitch,0.9182907938957214,0.7707441449165344,500,400,100,ridge,0,0,0,0,0.26823890209198,False,group_by_utterance
sdm-xlsr-fairseq,8,sdm-pitch,0.8863210678100586,0.8016062378883362,500,400,100,mlp,0,0,0,0,0.26823890209198,False,group_by_utterance
sdm-xlsr-fairseq,8,sdm-mpm,0.7939195036888123,0.23628808557987213,500,400,100,ridge,0,0,0,0,0.31650859117507935,False,group_by_utterance
sdm-xlsr-fairseq,8,sdm-mpm,0.5913317203521729,0.49788403511047363,500,400,100,mlp,0,0,0,0,0.31650859117507935,False,group_by_utterance
sdm-xlsr-fairseq,8,sdm-speaking-rate,0.6384829878807068,-0.2762906551361084,500,400,100,ridge,0,0,0,0,0.16363002359867096,False,group_by_utterance
sdm-xlsr-fairseq,8,sdm-speaking-rate,0.2741925120353699,0.16095507144927979,500,400,100,mlp,0,0,0,0,0.16363002359867096,False,group_by_utterance
sdm-xlsr-fairseq,8,sdm-w2v2-asr,0.7877064347267151,0.2123662829399109,500,400,100,ridge,0,0,0,0,0.2909645438194275,False,group_by_utterance
sdm-xlsr-fairseq,8,sdm-w2v2-asr,0.5738217234611511,0.4401482343673706,500,400,100,mlp,0,0,0,0,0.2909645438194275,False,group_by_utterance
sdm-xlsr-fairseq,8,sdm-mwhisper,0.7205001711845398,-0.021062074229121208,500,400,100,ridge,0,0,0,0,0.6189746856689453,False,group_by_utterance
sdm-xlsr-fairseq,8,sdm-mwhisper,0.3175829350948334,0.23387068510055542,500,400,100,mlp,0,0,0,0,0.6189746856689453,False,group_by_utterance
sdm-xlsr-fairseq,8,sdm-emotion2vec,0.6916020512580872,-0.1370580643415451,500,400,100,ridge,0,0,0,0,0.08824935555458069,False,group_by_utterance
sdm-xlsr-fairseq,8,sdm-emotion2vec,0.3030335605144501,0.19500792026519775,500,400,100,mlp,0,0,0,0,0.08824935555458069,False,group_by_utterance
sdm-xlsr-fairseq,9,sdm-xlsr-fairseq,0.7972168326377869,0.26508939266204834,500,400,100,ridge,0,0,0,0,0.29453492164611816,False,group_by_utterance
sdm-xlsr-fairseq,9,sdm-xlsr-fairseq,0.5132455229759216,0.4188622236251831,500,400,100,mlp,0,0,0,0,0.29453492164611816,False,group_by_utterance
sdm-xlsr-fairseq,9,sdm-dvector,0.8088860511779785,0.2581073045730591,500,400,100,ridge,0,0,0,0,0.808678150177002,False,group_by_utterance
sdm-xlsr-fairseq,9,sdm-dvector,0.6295338869094849,0.5001251697540283,500,400,100,mlp,0,0,0,0,0.808678150177002,False,group_by_utterance
sdm-xlsr-fairseq,9,sdm-pitch,0.9187010526657104,0.7877986431121826,500,400,100,ridge,0,0,0,0,0.26823890209198,False,group_by_utterance
sdm-xlsr-fairseq,9,sdm-pitch,0.8943943381309509,0.8245244026184082,500,400,100,mlp,0,0,0,0,0.26823890209198,False,group_by_utterance
sdm-xlsr-fairseq,9,sdm-mpm,0.7915098071098328,0.2134760171175003,500,400,100,ridge,0,0,0,0,0.31650859117507935,False,group_by_utterance
sdm-xlsr-fairseq,9,sdm-mpm,0.5772520899772644,0.48635801672935486,500,400,100,mlp,0,0,0,0,0.31650859117507935,False,group_by_utterance
sdm-xlsr-fairseq,9,sdm-speaking-rate,0.6390560865402222,-0.24251604080200195,500,400,100,ridge,0,0,0,0,0.16363002359867096,False,group_by_utterance
sdm-xlsr-fairseq,9,sdm-speaking-rate,0.313869833946228,0.12988829612731934,500,400,100,mlp,0,0,0,0,0.16363002359867096,False,group_by_utterance
sdm-xlsr-fairseq,9,sdm-w2v2-asr,0.792671799659729,0.22802919149398804,500,400,100,ridge,0,0,0,0,0.2909645438194275,False,group_by_utterance
sdm-xlsr-fairseq,9,sdm-w2v2-asr,0.5819485187530518,0.44807255268096924,500,400,100,mlp,0,0,0,0,0.2909645438194275,False,group_by_utterance
sdm-xlsr-fairseq,9,sdm-mwhisper,0.7320501208305359,0.01910652033984661,500,400,100,ridge,0,0,0,0,0.6189746856689453,False,group_by_utterance
